var_62,target_income,behavioral_income
0.110707753074313,44000.0,33476.30637679914
-0.3155667572422443,31515.0,32529.669427381756
-0.3155667572422443,19100.0,32529.669427381756
-0.3155667572422443,15000.0,32529.669427381756
-0.3155667572422443,35042.0,32529.669427381756
0.110707753074313,55417.0,33476.30637679914
0.110707753074313,15671.0,33476.30637679914
-0.7418412675588016,22826.0,33738.412776992736
-0.7418412675588016,15982.0,33738.412776992736
-0.3155667572422443,14742.0,32529.669427381756
0.110707753074313,14910.5,33476.30637679914
-0.3155667572422443,21000.0,32529.669427381756
-0.3155667572422443,26249.5,32529.669427381756
-0.3155667572422443,13414.0,32529.669427381756
-0.7418412675588016,21500.0,33738.412776992736
-0.7418412675588016,26787.5,33738.412776992736
-1.168115777875359,32000.0,33102.22423051509
-1.168115777875359,29760.5,33102.22423051509
-1.168115777875359,19940.0,33102.22423051509
0.5369822633908704,42048.5,35035.641413594945
0.110707753074313,69192.0,33476.30637679914
-0.3155667572422443,41753.5,32529.669427381756
2.4552175598153787,45500.0,34650.180287649026
-0.7418412675588016,14782.5,33738.412776992736
0.5369822633908704,19604.0,35035.641413594945
0.5369822633908704,25845.0,35035.641413594945
0.110707753074313,70825.0,33476.30637679914
2.2420803046571,72577.5,35197.026802087756
-0.7418412675588016,17030.5,33738.412776992736
-0.7418412675588016,17030.5,33738.412776992736
-1.168115777875359,20240.0,33102.22423051509
0.110707753074313,38857.0,33476.30637679914
-1.168115777875359,18917.0,33102.22423051509
-0.3155667572422443,53875.5,32529.669427381756
2.4552175598153787,92932.5,34650.180287649026
0.9632567737074276,27828.5,34558.18347168195
1.389531284023985,15507.0,36296.9681036917
-1.168115777875359,20995.5,33102.22423051509
0.110707753074313,27378.0,33476.30637679914
-0.3155667572422443,20000.0,32529.669427381756
-0.7418412675588016,29306.0,33738.412776992736
0.110707753074313,22184.0,33476.30637679914
-0.3155667572422443,23439.5,32529.669427381756
-0.7418412675588016,25892.5,33738.412776992736
-1.168115777875359,18559.0,33102.22423051509
0.110707753074313,31121.5,33476.30637679914
0.110707753074313,25900.0,33476.30637679914
1.389531284023985,16695.5,36296.9681036917
1.389531284023985,16695.5,36296.9681036917
-0.3155667572422443,57889.5,32529.669427381756
1.389531284023985,17095.0,36296.9681036917
1.389531284023985,17095.0,36296.9681036917
0.5369822633908704,36909.0,35035.641413594945
-1.168115777875359,43366.0,33102.22423051509
-1.168115777875359,27753.0,33102.22423051509
-0.3155667572422443,13862.5,32529.669427381756
-0.3155667572422443,22340.0,32529.669427381756
1.8158057943405423,16428.0,35310.40450045343
2.4552175598153787,16267.0,34650.180287649026
-0.3155667572422443,52200.0,32529.669427381756
-0.3155667572422443,14790.0,32529.669427381756
0.9632567737074276,55273.5,34558.18347168195
0.110707753074313,12000.0,33476.30637679914
-0.7418412675588016,13089.5,33738.412776992736
-0.3155667572422443,21450.0,32529.669427381756
1.8158057943405423,9156.0,35310.40450045343
-0.3155667572422443,12505.0,32529.669427381756
-0.7418412675588016,43404.5,33738.412776992736
0.9632567737074276,43116.65,34558.18347168195
-1.168115777875359,45400.0,33102.22423051509
-0.3155667572422443,19880.0,32529.669427381756
-0.3155667572422443,38825.0,32529.669427381756
-0.3155667572422443,36909.0,32529.669427381756
2.2420803046571,61565.5,35197.026802087756
-0.7418412675588016,39904.5,33738.412776992736
0.110707753074313,115500.0,33476.30637679914
-1.168115777875359,14150.5,33102.22423051509
2.4552175598153787,27055.5,34650.180287649026
-1.168115777875359,16836.0,33102.22423051509
